id,deveui,received_at,payload
198,58A0CB000010162C,2025-06-11 01:38:01.722+00,"{""Late"": 0, ""Lrrs"": {""Lrr"": [{""Chain"": 0, ""Lrrid"": ""1000BCDC"", ""LrrESP"": -71.887711, ""LrrSNR"": 9.25, ""LrrRSSI"": -71.399994}]}, ""Time"": ""2025-06-11T01:38:01.722+00:00"", ""FPort"": 103, ""Lrcid"": ""00000211"", ""Lrrid"": ""1000BCDC"", ""MType"": 2, ""ADRbit"": 1, ""DevEUI"": ""58A0CB000010162C"", ""FCntDn"": 17, ""FCntUp"": 137, ""LrrESP"": -71.887711, ""LrrSNR"": 9.25, ""SpFact"": 12, ""Channel"": ""LC2"", ""DevAddr"": ""01D201C2"", ""LrrRSSI"": -71.399994, ""MeanPER"": 0.193548, ""NbTrans"": 2, ""SubBand"": ""G1"", ""TxPower"": 16.0, ""mic_hex"": ""8f16b6d3"", ""ModelCfg"": ""0"", ""DevLrrCnt"": 1, ""DriverCfg"": {""app"": {""mId"": ""tbhh100"", ""pId"": ""os1-brow"", ""ver"": ""1""}, ""mod"": {""mId"": ""tbhh100"", ""pId"": ""browan"", ""ver"": ""1""}}, ""Frequency"": 868.5, ""CustomerID"": ""100053770"", ""InstantPER"": 0.0, ""payload_hex"": ""00fb363cffffffff"", ""CustomerData"": {""alr"": {""pro"": ""BROW/TB100"", ""ver"": ""1""}, ""loc"": null, ""doms"": [{""g"": ""Clients"", ""n"": ""Charles R&D Product""}], ""name"": ""Dinard 162C"", ""tags"": []}, ""DynamicClass"": ""A"", ""LostUplinksAS"": 0, ""BaseStationData"": {""doms"": [{""g"": ""Clients"", ""n"": ""CP's Gateways""}], ""name"": ""CP-Dinard-7076FF006404010B""}, ""PayloadEncryption"": 0}"
199,58A0CB0000108FB5,2025-06-11 01:39:57.883+00,"{""Late"": 0, ""Lrrs"": {""Lrr"": [{""Chain"": 0, ""Lrrid"": ""1000BCDC"", ""LrrESP"": -78.914963, ""LrrSNR"": 9.0, ""LrrRSSI"": -78.399994}]}, ""Time"": ""2025-06-11T01:39:57.883+00:00"", ""FPort"": 103, ""Lrcid"": ""00000211"", ""Lrrid"": ""1000BCDC"", ""MType"": 2, ""ADRbit"": 1, ""DevEUI"": ""58A0CB0000108FB5"", ""FCntDn"": 203, ""FCntUp"": 8289, ""LrrESP"": -78.914963, ""LrrSNR"": 9.0, ""SpFact"": 7, ""Channel"": ""LC0"", ""DevAddr"": ""E04233FF"", ""LrrRSSI"": -78.399994, ""MeanPER"": 0.0, ""NbTrans"": 1, ""SubBand"": ""G1"", ""TxPower"": 16.0, ""mic_hex"": ""4ff8a90b"", ""ModelCfg"": ""0"", ""DevLrrCnt"": 1, ""DriverCfg"": {""app"": {""mId"": ""tbhh100"", ""pId"": ""os1-brow"", ""ver"": ""1""}, ""mod"": {""mId"": ""tbhh100"", ""pId"": ""browan"", ""ver"": ""1""}}, ""Frequency"": 868.1, ""CustomerID"": ""100053770"", ""InstantPER"": 0.0, ""payload_hex"": ""08ab2325ffffffff"", ""CustomerData"": {""alr"": {""pro"": ""BROW/TB100"", ""ver"": ""1""}, ""loc"": null, ""doms"": [{""g"": ""Clients"", ""n"": ""Charles R&D Product""}], ""name"": ""Dinard_1st_Bedroom Al"", ""tags"": []}, ""DynamicClass"": ""A"", ""LostUplinksAS"": 0, ""BaseStationData"": {""doms"": [{""g"": ""Clients"", ""n"": ""CP's Gateways""}], ""name"": ""CP-Dinard-7076FF006404010B""}, ""PayloadEncryption"": 0}"
200,58A0CB0000108FF2,2025-06-11 01:45:02.188+00,"{""Late"": 0, ""Lrrs"": {""Lrr"": [{""Chain"": 0, ""Lrrid"": ""1000BCDC"", ""LrrESP"": -84.373222, ""LrrSNR"": 6.0, ""LrrRSSI"": -83.399994}]}, ""Time"": ""2025-06-11T01:45:02.188+00:00"", ""FPort"": 103, ""Lrcid"": ""00000211"", ""Lrrid"": ""1000BCDC"", ""MType"": 2, ""ADRbit"": 1, ""DevEUI"": ""58A0CB0000108FF2"", ""FCntDn"": 10, ""FCntUp"": 192, ""LrrESP"": -84.373222, ""LrrSNR"": 6.0, ""SpFact"": 12, ""Channel"": ""LC1"", ""DevAddr"": ""00F770C9"", ""LrrRSSI"": -83.399994, ""MeanPER"": 0.044444, ""NbTrans"": 1, ""SubBand"": ""G1"", ""TxPower"": 16.0, ""mic_hex"": ""5c599c63"", ""ModelCfg"": ""0"", ""DevLrrCnt"": 1, ""DriverCfg"": {""app"": {""mId"": ""tbhh100"", ""pId"": ""os1-brow"", ""ver"": ""1""}, ""mod"": {""mId"": ""tbhh100"", ""pId"": ""browan"", ""ver"": ""1""}}, ""Frequency"": 868.3, ""CustomerID"": ""100053770"", ""InstantPER"": 0.0, ""payload_hex"": ""08fa2426ffffffff"", ""CustomerData"": {""alr"": {""pro"": ""BROW/TB100"", ""ver"": ""1""}, ""loc"": null, ""doms"": [{""g"": ""Clients"", ""n"": ""Charles R&D Product""}], ""name"": ""Dinard_1st_Bedroom Ro"", ""tags"": []}, ""DynamicClass"": ""A"", ""LostUplinksAS"": 0, ""BaseStationData"": {""doms"": [{""g"": ""Clients"", ""n"": ""CP's Gateways""}], ""name"": ""CP-Dinard-7076FF006404010B""}, ""PayloadEncryption"": 0}"
201,58A0CB0000101640,2025-06-11 01:47:24.692+00,"{""Late"": 0, ""Lrrs"": {""Lrr"": [{""Chain"": 0, ""Lrrid"": ""1000BCDC"", ""LrrESP"": -66.813919, ""LrrSNR"": 10.0, ""LrrRSSI"": -66.399994}]}, ""Time"": ""2025-06-11T01:47:24.692+00:00"", ""FPort"": 103, ""Lrcid"": ""00000211"", ""Lrrid"": ""1000BCDC"", ""MType"": 2, ""ADRbit"": 1, ""DevEUI"": ""58A0CB0000101640"", ""FCntDn"": 2765, ""FCntUp"": 21144, ""LrrESP"": -66.813919, ""LrrSNR"": 10.0, ""SpFact"": 7, ""Channel"": ""LC0"", ""DevAddr"": ""E0424688"", ""LrrRSSI"": -66.399994, ""MeanPER"": 0.019608, ""NbTrans"": 1, ""SubBand"": ""G1"", ""TxPower"": 2.0, ""mic_hex"": ""e12535c5"", ""ModelCfg"": ""0"", ""DevLrrCnt"": 1, ""DriverCfg"": {""app"": {""mId"": ""tbhh100"", ""pId"": ""os1-brow"", ""ver"": ""1""}, ""mod"": {""mId"": ""tbhh100"", ""pId"": ""browan"", ""ver"": ""1""}}, ""Frequency"": 868.1, ""CustomerID"": ""100053770"", ""InstantPER"": 0.0, ""payload_hex"": ""00eb3440ffffffff"", ""CustomerData"": {""alr"": {""pro"": ""BROW/TB100"", ""ver"": ""1""}, ""loc"": null, ""doms"": [{""g"": ""Clients"", ""n"": ""Charles R&D Product""}], ""name"": ""Dinard 1640"", ""tags"": []}, ""DynamicClass"": ""A"", ""LostUplinksAS"": 0, ""BaseStationData"": {""doms"": [{""g"": ""Clients"", ""n"": ""CP's Gateways""}], ""name"": ""CP-Dinard-7076FF006404010B""}, ""PayloadEncryption"": 0}"
202,58A0CB0000108FB5,2025-06-11 01:51:57.796+00,"{""Late"": 0, ""Lrrs"": {""Lrr"": [{""Chain"": 0, ""Lrrid"": ""1000BCDC"", ""LrrESP"": -83.487717, ""LrrSNR"": 9.25, ""LrrRSSI"": -83.0}]}, ""Time"": ""2025-06-11T01:51:57.796+00:00"", ""FPort"": 103, ""Lrcid"": ""00000211"", ""Lrrid"": ""1000BCDC"", ""MType"": 2, ""ADRbit"": 1, ""DevEUI"": ""58A0CB0000108FB5"", ""FCntDn"": 203, ""FCntUp"": 8290, ""LrrESP"": -83.487717, ""LrrSNR"": 9.25, ""SpFact"": 7, ""Channel"": ""LC7"", ""DevAddr"": ""E04233FF"", ""LrrRSSI"": -83.0, ""MeanPER"": 0.0, ""NbTrans"": 1, ""SubBand"": ""G2"", ""TxPower"": 16.0, ""mic_hex"": ""ecfdb7bf"", ""ModelCfg"": ""0"", ""DevLrrCnt"": 1, ""DriverCfg"": {""app"": {""mId"": ""tbhh100"", ""pId"": ""os1-brow"", ""ver"": ""1""}, ""mod"": {""mId"": ""tbhh100"", ""pId"": ""browan"", ""ver"": ""1""}}, ""Frequency"": 867.9, ""CustomerID"": ""100053770"", ""InstantPER"": 0.0, ""payload_hex"": ""08ab242affffffff"", ""CustomerData"": {""alr"": {""pro"": ""BROW/TB100"", ""ver"": ""1""}, ""loc"": null, ""doms"": [{""g"": ""Clients"", ""n"": ""Charles R&D Product""}], ""name"": ""Dinard_1st_Bedroom Al"", ""tags"": []}, ""DynamicClass"": ""A"", ""LostUplinksAS"": 0, ""BaseStationData"": {""doms"": [{""g"": ""Clients"", ""n"": ""CP's Gateways""}], ""name"": ""CP-Dinard-7076FF006404010B""}, ""PayloadEncryption"": 0}"
203,58A0CB00001088D7,2025-06-11 01:58:11.601+00,"{""Late"": 0, ""Lrrs"": {""Lrr"": [{""Chain"": 0, ""Lrrid"": ""1000BCDC"", ""LrrESP"": -63.413925, ""LrrSNR"": 10.0, ""LrrRSSI"": -63.0}]}, ""Time"": ""2025-06-11T01:58:11.601+00:00"", ""FPort"": 103, ""Lrcid"": ""00000211"", ""Lrrid"": ""1000BCDC"", ""MType"": 2, ""ADRbit"": 1, ""DevEUI"": ""58A0CB00001088D7"", ""FCntDn"": 6, ""FCntUp"": 142, ""LrrESP"": -63.413925, ""LrrSNR"": 10.0, ""SpFact"": 12, ""Channel"": ""LC4"", ""DevAddr"": ""01DAF793"", ""LrrRSSI"": -63.0, ""MeanPER"": 0.0, ""NbTrans"": 2, ""SubBand"": ""G2"", ""TxPower"": 16.0, ""mic_hex"": ""ab8aac2e"", ""ModelCfg"": ""0"", ""DevLrrCnt"": 1, ""DriverCfg"": {""mod"": {""mId"": ""lora"", ""pId"": ""generic"", ""ver"": ""1""}}, ""Frequency"": 867.3, ""CustomerID"": ""100053770"", ""InstantPER"": 0.0, ""payload_hex"": ""08fb3543ffffffff"", ""CustomerData"": {""alr"": {""pro"": ""LORA/Generic"", ""ver"": ""1""}, ""loc"": null, ""doms"": [{""g"": ""Clients"", ""n"": ""Charles R&D Product""}], ""name"": ""Dinard Kitchen Fridge"", ""tags"": []}, ""DynamicClass"": ""A"", ""LostUplinksAS"": 0, ""BaseStationData"": {""doms"": [{""g"": ""Clients"", ""n"": ""CP's Gateways""}], ""name"": ""CP-Dinard-7076FF006404010B""}, ""PayloadEncryption"": 0}"
204,58A0CB0000108FF2,2025-06-11 02:00:01.629+00,"{""Late"": 0, ""Lrrs"": {""Lrr"": [{""Chain"": 0, ""Lrrid"": ""1000BCDC"", ""LrrESP"": -84.190094, ""LrrSNR"": 7.0, ""LrrRSSI"": -83.399994}]}, ""Time"": ""2025-06-11T02:00:01.629+00:00"", ""FPort"": 103, ""Lrcid"": ""00000211"", ""Lrrid"": ""1000BCDC"", ""MType"": 2, ""ADRbit"": 1, ""DevEUI"": ""58A0CB0000108FF2"", ""FCntDn"": 10, ""FCntUp"": 193, ""LrrESP"": -84.190094, ""LrrSNR"": 7.0, ""SpFact"": 12, ""Channel"": ""LC0"", ""DevAddr"": ""00F770C9"", ""LrrRSSI"": -83.399994, ""MeanPER"": 0.044444, ""NbTrans"": 1, ""SubBand"": ""G1"", ""TxPower"": 16.0, ""mic_hex"": ""472d437b"", ""ModelCfg"": ""0"", ""DevLrrCnt"": 1, ""DriverCfg"": {""app"": {""mId"": ""tbhh100"", ""pId"": ""os1-brow"", ""ver"": ""1""}, ""mod"": {""mId"": ""tbhh100"", ""pId"": ""browan"", ""ver"": ""1""}}, ""Frequency"": 868.1, ""CustomerID"": ""100053770"", ""InstantPER"": 0.0, ""payload_hex"": ""08fa252bffffffff"", ""CustomerData"": {""alr"": {""pro"": ""BROW/TB100"", ""ver"": ""1""}, ""loc"": null, ""doms"": [{""g"": ""Clients"", ""n"": ""Charles R&D Product""}], ""name"": ""Dinard_1st_Bedroom Ro"", ""tags"": []}, ""DynamicClass"": ""A"", ""LostUplinksAS"": 0, ""BaseStationData"": {""doms"": [{""g"": ""Clients"", ""n"": ""CP's Gateways""}], ""name"": ""CP-Dinard-7076FF006404010B""}, ""PayloadEncryption"": 0}"
205,58A0CB0000108AD6,2025-06-11 02:01:14.406+00,"{""Late"": 0, ""Lrrs"": {""Lrr"": [{""Chain"": 0, ""Lrrid"": ""1000BCDC"", ""LrrESP"": -65.914963, ""LrrSNR"": 9.0, ""LrrRSSI"": -65.399994}]}, ""Time"": ""2025-06-11T02:01:14.406+00:00"", ""FPort"": 103, ""Lrcid"": ""00000211"", ""Lrrid"": ""1000BCDC"", ""MType"": 2, ""ADRbit"": 1, ""DevEUI"": ""58A0CB0000108AD6"", ""FCntDn"": 8, ""FCntUp"": 140, ""LrrESP"": -65.914963, ""LrrSNR"": 9.0, ""SpFact"": 12, ""Channel"": ""LC0"", ""DevAddr"": ""01EC2337"", ""LrrRSSI"": -65.399994, ""MeanPER"": 0.0, ""NbTrans"": 2, ""SubBand"": ""G1"", ""TxPower"": 16.0, ""mic_hex"": ""c9860629"", ""ModelCfg"": ""0"", ""DevLrrCnt"": 1, ""DriverCfg"": {""app"": {""mId"": ""tbhh100"", ""pId"": ""os1-brow"", ""ver"": ""1""}, ""mod"": {""mId"": ""tbhh100"", ""pId"": ""browan"", ""ver"": ""1""}}, ""Frequency"": 868.1, ""CustomerID"": ""100053770"", ""InstantPER"": 0.0, ""payload_hex"": ""08fb3542ffffffff"", ""CustomerData"": {""alr"": {""pro"": ""BROW/TB100"", ""ver"": ""1""}, ""loc"": null, ""doms"": [{""g"": ""Clients"", ""n"": ""Charles R&D Product""}], ""name"": ""Dinard 58AD6"", ""tags"": [""CP Dinard""]}, ""DynamicClass"": ""A"", ""LostUplinksAS"": 0, ""BaseStationData"": {""doms"": [{""g"": ""Clients"", ""n"": ""CP's Gateways""}], ""name"": ""CP-Dinard-7076FF006404010B""}, ""PayloadEncryption"": 0}"
206,58A0CB0000108FB5,2025-06-11 02:07:57.093+00,"{""Late"": 0, ""Lrrs"": {""Lrr"": [{""Chain"": 0, ""Lrrid"": ""1000BCDC"", ""LrrESP"": -80.750847, ""LrrSNR"": 10.75, ""LrrRSSI"": -80.399994}]}, ""Time"": ""2025-06-11T02:07:57.093+00:00"", ""FPort"": 103, ""Lrcid"": ""00000211"", ""Lrrid"": ""1000BCDC"", ""MType"": 2, ""ADRbit"": 1, ""DevEUI"": ""58A0CB0000108FB5"", ""FCntDn"": 203, ""FCntUp"": 8291, ""LrrESP"": -80.750847, ""LrrSNR"": 10.75, ""SpFact"": 7, ""Channel"": ""LC0"", ""DevAddr"": ""E04233FF"", ""LrrRSSI"": -80.399994, ""MeanPER"": 0.0, ""NbTrans"": 1, ""SubBand"": ""G1"", ""TxPower"": 16.0, ""mic_hex"": ""8e2efe68"", ""ModelCfg"": ""0"", ""DevLrrCnt"": 1, ""DriverCfg"": {""app"": {""mId"": ""tbhh100"", ""pId"": ""os1-brow"", ""ver"": ""1""}, ""mod"": {""mId"": ""tbhh100"", ""pId"": ""browan"", ""ver"": ""1""}}, ""Frequency"": 868.1, ""CustomerID"": ""100053770"", ""InstantPER"": 0.0, ""payload_hex"": ""08ab252fffffffff"", ""CustomerData"": {""alr"": {""pro"": ""BROW/TB100"", ""ver"": ""1""}, ""loc"": null, ""doms"": [{""g"": ""Clients"", ""n"": ""Charles R&D Product""}], ""name"": ""Dinard_1st_Bedroom Al"", ""tags"": []}, ""DynamicClass"": ""A"", ""LostUplinksAS"": 0, ""BaseStationData"": {""doms"": [{""g"": ""Clients"", ""n"": ""CP's Gateways""}], ""name"": ""CP-Dinard-7076FF006404010B""}, ""PayloadEncryption"": 0}"
207,58A0CB0000108FF2,2025-06-11 02:13:01.398+00,"{""Late"": 0, ""Lrrs"": {""Lrr"": [{""Chain"": 0, ""Lrrid"": ""1000BCDC"", ""LrrESP"": -85.543648, ""LrrSNR"": 8.75, ""LrrRSSI"": -85.0}]}, ""Time"": ""2025-06-11T02:13:01.398+00:00"", ""FPort"": 103, ""Lrcid"": ""00000211"", ""Lrrid"": ""1000BCDC"", ""MType"": 2, ""ADRbit"": 1, ""DevEUI"": ""58A0CB0000108FF2"", ""FCntDn"": 10, ""FCntUp"": 194, ""LrrESP"": -85.543648, ""LrrSNR"": 8.75, ""SpFact"": 12, ""Channel"": ""LC6"", ""DevAddr"": ""00F770C9"", ""LrrRSSI"": -85.0, ""MeanPER"": 0.044444, ""NbTrans"": 1, ""SubBand"": ""G2"", ""TxPower"": 16.0, ""mic_hex"": ""627d8cad"", ""ModelCfg"": ""0"", ""DevLrrCnt"": 1, ""DriverCfg"": {""app"": {""mId"": ""tbhh100"", ""pId"": ""os1-brow"", ""ver"": ""1""}, ""mod"": {""mId"": ""tbhh100"", ""pId"": ""browan"", ""ver"": ""1""}}, ""Frequency"": 867.7, ""CustomerID"": ""100053770"", ""InstantPER"": 0.0, ""payload_hex"": ""08fa2630ffffffff"", ""CustomerData"": {""alr"": {""pro"": ""BROW/TB100"", ""ver"": ""1""}, ""loc"": null, ""doms"": [{""g"": ""Clients"", ""n"": ""Charles R&D Product""}], ""name"": ""Dinard_1st_Bedroom Ro"", ""tags"": []}, ""DynamicClass"": ""A"", ""LostUplinksAS"": 0, ""BaseStationData"": {""doms"": [{""g"": ""Clients"", ""n"": ""CP's Gateways""}], ""name"": ""CP-Dinard-7076FF006404010B""}, ""PayloadEncryption"": 0}"
208,58A0CB0000108FF2,2025-06-11 02:17:01.269+00,"{""Late"": 0, ""Lrrs"": {""Lrr"": [{""Chain"": 0, ""Lrrid"": ""1000BCDC"", ""LrrESP"": -84.110809, ""LrrSNR"": 7.5, ""LrrRSSI"": -83.399994}]}, ""Time"": ""2025-06-11T02:17:01.269+00:00"", ""FPort"": 103, ""Lrcid"": ""00000211"", ""Lrrid"": ""1000BCDC"", ""MType"": 2, ""ADRbit"": 1, ""DevEUI"": ""58A0CB0000108FF2"", ""FCntDn"": 10, ""FCntUp"": 195, ""LrrESP"": -84.110809, ""LrrSNR"": 7.5, ""SpFact"": 12, ""Channel"": ""LC0"", ""DevAddr"": ""00F770C9"", ""LrrRSSI"": -83.399994, ""MeanPER"": 0.043478, ""NbTrans"": 1, ""SubBand"": ""G1"", ""TxPower"": 16.0, ""mic_hex"": ""42c2296c"", ""ModelCfg"": ""0"", ""DevLrrCnt"": 1, ""DriverCfg"": {""app"": {""mId"": ""tbhh100"", ""pId"": ""os1-brow"", ""ver"": ""1""}, ""mod"": {""mId"": ""tbhh100"", ""pId"": ""browan"", ""ver"": ""1""}}, ""Frequency"": 868.1, ""CustomerID"": ""100053770"", ""InstantPER"": 0.0, ""payload_hex"": ""08fa2629ffffffff"", ""CustomerData"": {""alr"": {""pro"": ""BROW/TB100"", ""ver"": ""1""}, ""loc"": null, ""doms"": [{""g"": ""Clients"", ""n"": ""Charles R&D Product""}], ""name"": ""Dinard_1st_Bedroom Ro"", ""tags"": []}, ""DynamicClass"": ""A"", ""LostUplinksAS"": 0, ""BaseStationData"": {""doms"": [{""g"": ""Clients"", ""n"": ""CP's Gateways""}], ""name"": ""CP-Dinard-7076FF006404010B""}, ""PayloadEncryption"": 0}"
209,58A0CB0000101F62,2025-06-11 02:17:15.614+00,"{""Late"": 0, ""Lrrs"": {""Lrr"": [{""Chain"": 0, ""Lrrid"": ""1000BCDC"", ""LrrESP"": -70.83725, ""LrrSNR"": 9.75, ""LrrRSSI"": -70.399994}]}, ""Time"": ""2025-06-11T02:17:15.614+00:00"", ""FPort"": 103, ""Lrcid"": ""00000211"", ""Lrrid"": ""1000BCDC"", ""MType"": 2, ""ADRbit"": 1, ""DevEUI"": ""58A0CB0000101F62"", ""FCntDn"": 343, ""FCntUp"": 16346, ""LrrESP"": -70.83725, ""LrrSNR"": 9.75, ""SpFact"": 12, ""Channel"": ""LC0"", ""DevAddr"": ""E042696C"", ""LrrRSSI"": -70.399994, ""MeanPER"": 0.0, ""NbTrans"": 2, ""SubBand"": ""G1"", ""TxPower"": 16.0, ""mic_hex"": ""57d1302a"", ""ModelCfg"": ""0"", ""DevLrrCnt"": 1, ""DriverCfg"": {""mod"": {""mId"": ""lora"", ""pId"": ""generic"", ""ver"": ""1""}}, ""Frequency"": 868.1, ""CustomerID"": ""100053770"", ""InstantPER"": 0.0, ""payload_hex"": ""086b3444ffffffff"", ""CustomerData"": {""alr"": {""pro"": ""LORA/Generic"", ""ver"": ""1""}, ""loc"": null, ""doms"": [{""g"": ""Clients"", ""n"": ""Microshare_Prod_Dev/2023CPHome/TBHH100 Env ES Air""}], ""name"": ""Dinard_2nd_Loft main"", ""tags"": []}, ""DynamicClass"": ""A"", ""LostUplinksAS"": 0, ""BaseStationData"": {""doms"": [{""g"": ""Clients"", ""n"": ""CP's Gateways""}], ""name"": ""CP-Dinard-7076FF006404010B""}, ""PayloadEncryption"": 0}"
210,58A0CB0000108FB5,2025-06-11 02:17:57+00,"{""Late"": 0, ""Lrrs"": {""Lrr"": [{""Chain"": 0, ""Lrrid"": ""1000BCDC"", ""LrrESP"": -79.391785, ""LrrSNR"": 10.25, ""LrrRSSI"": -79.0}]}, ""Time"": ""2025-06-11T02:17:57.000+00:00"", ""FPort"": 103, ""Lrcid"": ""00000211"", ""Lrrid"": ""1000BCDC"", ""MType"": 2, ""ADRbit"": 1, ""DevEUI"": ""58A0CB0000108FB5"", ""FCntDn"": 203, ""FCntUp"": 8292, ""LrrESP"": -79.391785, ""LrrSNR"": 10.25, ""SpFact"": 7, ""Channel"": ""LC6"", ""DevAddr"": ""E04233FF"", ""LrrRSSI"": -79.0, ""MeanPER"": 0.0, ""NbTrans"": 1, ""SubBand"": ""G2"", ""TxPower"": 16.0, ""mic_hex"": ""32da988f"", ""ModelCfg"": ""0"", ""DevLrrCnt"": 1, ""DriverCfg"": {""app"": {""mId"": ""tbhh100"", ""pId"": ""os1-brow"", ""ver"": ""1""}, ""mod"": {""mId"": ""tbhh100"", ""pId"": ""browan"", ""ver"": ""1""}}, ""Frequency"": 867.7, ""CustomerID"": ""100053770"", ""InstantPER"": 0.0, ""payload_hex"": ""08ab2622ffffffff"", ""CustomerData"": {""alr"": {""pro"": ""BROW/TB100"", ""ver"": ""1""}, ""loc"": null, ""doms"": [{""g"": ""Clients"", ""n"": ""Charles R&D Product""}], ""name"": ""Dinard_1st_Bedroom Al"", ""tags"": []}, ""DynamicClass"": ""A"", ""LostUplinksAS"": 0, ""BaseStationData"": {""doms"": [{""g"": ""Clients"", ""n"": ""CP's Gateways""}], ""name"": ""CP-Dinard-7076FF006404010B""}, ""PayloadEncryption"": 0}"
211,58A0CB0000108FF2,2025-06-11 02:19:29.55+00,"{""Late"": 0, ""Lrrs"": {""Lrr"": [{""Chain"": 0, ""Lrrid"": ""1000BCDC"", ""LrrESP"": -86.861832, ""LrrSNR"": 9.5, ""LrrRSSI"": -86.399994}]}, ""Time"": ""2025-06-11T02:19:29.550+00:00"", ""FPort"": 103, ""Lrcid"": ""00000211"", ""Lrrid"": ""1000BCDC"", ""MType"": 2, ""ADRbit"": 1, ""DevEUI"": ""58A0CB0000108FF2"", ""FCntDn"": 10, ""FCntUp"": 196, ""LrrESP"": -86.861832, ""LrrSNR"": 9.5, ""SpFact"": 12, ""Channel"": ""LC0"", ""DevAddr"": ""00F770C9"", ""LrrRSSI"": -86.399994, ""MeanPER"": 0.043478, ""NbTrans"": 1, ""SubBand"": ""G1"", ""TxPower"": 16.0, ""mic_hex"": ""26fc1bec"", ""ModelCfg"": ""0"", ""DevLrrCnt"": 1, ""DriverCfg"": {""app"": {""mId"": ""tbhh100"", ""pId"": ""os1-brow"", ""ver"": ""1""}, ""mod"": {""mId"": ""tbhh100"", ""pId"": ""browan"", ""ver"": ""1""}}, ""Frequency"": 868.1, ""CustomerID"": ""100053770"", ""InstantPER"": 0.0, ""payload_hex"": ""08fa2621ffffffff"", ""CustomerData"": {""alr"": {""pro"": ""BROW/TB100"", ""ver"": ""1""}, ""loc"": null, ""doms"": [{""g"": ""Clients"", ""n"": ""Charles R&D Product""}], ""name"": ""Dinard_1st_Bedroom Ro"", ""tags"": []}, ""DynamicClass"": ""A"", ""LostUplinksAS"": 0, ""BaseStationData"": {""doms"": [{""g"": ""Clients"", ""n"": ""CP's Gateways""}], ""name"": ""CP-Dinard-7076FF006404010B""}, ""PayloadEncryption"": 0}"
212,58A0CB0000101AE4,2025-06-11 02:20:55.766+00,"{""Late"": 0, ""Lrrs"": {""Lrr"": [{""Chain"": 0, ""Lrrid"": ""1000BCDC"", ""LrrESP"": -104.603737, ""LrrSNR"": 3.5, ""LrrRSSI"": -103.0}]}, ""Time"": ""2025-06-11T02:20:55.766+00:00"", ""FPort"": 102, ""Lrcid"": ""00000211"", ""Lrrid"": ""1000BCDC"", ""MType"": 2, ""ADRbit"": 1, ""DevEUI"": ""58A0CB0000101AE4"", ""FCntDn"": 4630, ""FCntUp"": 26622, ""LrrESP"": -104.603737, ""LrrSNR"": 3.5, ""SpFact"": 7, ""Channel"": ""LC3"", ""DevAddr"": ""E043FC5E"", ""LrrRSSI"": -103.0, ""MeanPER"": 0.206349, ""NbTrans"": 1, ""SubBand"": ""G2"", ""TxPower"": 2.0, ""mic_hex"": ""7a93f154"", ""ModelCfg"": ""0"", ""DevLrrCnt"": 1, ""DriverCfg"": {""app"": {""mId"": ""tbms100"", ""pId"": ""os1-brow"", ""ver"": ""1""}, ""mod"": {""mId"": ""tbms100"", ""pId"": ""browan"", ""ver"": ""1""}}, ""Frequency"": 867.1, ""CustomerID"": ""100053770"", ""InstantPER"": 0.0, ""payload_hex"": ""00fb057c1f1d0700"", ""CustomerData"": {""alr"": {""pro"": ""BROW/TBS10"", ""ver"": ""1""}, ""loc"": null, ""doms"": [{""g"": ""Clients"", ""n"": ""Microshare_Prod_Dev/2023CPHomeMotionPest""}], ""name"": ""Dinard_Mouse Trap1"", ""tags"": []}, ""DynamicClass"": ""A"", ""LostUplinksAS"": 0, ""BaseStationData"": {""doms"": [{""g"": ""Clients"", ""n"": ""CP's Gateways""}], ""name"": ""CP-Dinard-7076FF006404010B""}, ""PayloadEncryption"": 0}"
